annual_return,calmar_ratio,decision,error,exchange,expectancy,fee,fee_rate,finish,gross_loss,gross_profit,leverage,longs_count,max_drawdown,net_profit,net_profit_percentage,open_pl,profit_factor,sharpe_ratio,shorts_count,sortino_ratio,start,status,strategy,symbol,timeframe,total,total_open_trades,win_rate
-33.94029368858489,-2.8312376813547253,reject: non-positive expectancy after fees,,Binance Perpetual Futures,-50.68044279499051,762.1695847300398,0.001,2024-03-01,-2989.528732155008,2330.682975820131,3,11,-11.987793858530704,-658.8457563348771,-6.58845756334877,0.0,0.779615512890573,-0.8229225622908476,2,-0.9662362833633565,2024-01-01,ok,KAMA_TrendFollowing,BTC-USDT,15m,13,0,0.6153846153846154
-32.065139640489384,-2.9909870383357418,reject: non-positive expectancy after fees,,Binance Perpetual Futures,-61.576666327759995,560.6901787210445,0.001,2024-03-01,-2134.051005679001,1518.2843424014009,3,7,-10.72058796293922,-615.7666632775995,-6.157666632775995,0.0,0.711456445211965,-0.9853452867857545,3,-1.3458156266997563,2024-01-01,ok,KAMA_TrendFollowing,ETH-USDT,15m,10,0,0.5
-49.528810942805315,-4.658754585123906,reject: too few trades,,Binance Perpetual Futures,-177.18902494155222,336.4476321974562,0.001,2024-03-01,-1963.2100021648296,900.0758525155163,3,6,-10.631341496493107,-1063.1341496493133,-10.631341496493132,0.0,0.45847150917273427,-2.4923239739332486,0,-2.7045211496527504,2024-01-01,ok,KamaPullbackReclaim,BTC-USDT,15m,6,0,0.5
-2.7860371833626885,-0.3067087990849889,reject: too few trades,,Binance Perpetual Futures,-9.268048657836715,285.37040847391916,0.001,2024-03-01,-864.1566174573395,817.816374168156,3,4,-9.083655870566265,-46.34024328918355,-0.46340243289183547,0.0,0.9463751797382132,-0.0253338931031625,1,-0.03305796064827597,2024-01-01,ok,KamaPullbackReclaim,ETH-USDT,15m,5,0,0.6
49.52003232792905,9.74692246830896,"revise: positive slice, needs route robustness",,Binance Perpetual Futures,37.97789702003402,371.26433917406627,0.001,2024-03-01,-1410.3919398198414,2093.994086180454,3,14,-5.080581331075318,683.6021463606123,6.836021463606123,0.0,1.484689487411516,2.0485282158661815,4,3.34647898181879,2024-01-01,ok,SuperScalper,BTC-USDT,15m,18,0,0.6666666666666666
-32.58870410058437,-4.270398305197296,reject: non-positive expectancy after fees,,Binance Perpetual Futures,-48.28414108984108,246.53797222276825,0.001,2024-03-01,-1356.2295552799956,728.5357211120615,3,7,-7.6313031646069724,-627.693834167934,-6.27693834167934,0.0,0.5371772929411307,-2.989988365427329,6,-3.625871317232199,2024-01-01,ok,SuperScalper,ETH-USDT,15m,13,0,0.38461538461538464
-23.9819541991796,-4.339152279887847,reject: non-positive expectancy after fees,,Binance Perpetual Futures,-15.740408381821894,539.4767173318801,0.001,2024-03-01,-1611.17296858294,1170.441533891927,3,22,-5.526875447616108,-440.7314346910129,-4.407314346910129,0.0,0.726453060419301,-1.5171942372604883,6,-1.8598202139381386,2024-01-01,ok,SuperScalperTimeStopScratch,BTC-USDT,15m,28,0,0.32142857142857145
-41.18432840360911,-4.92926247689985,reject: non-positive expectancy after fees,,Binance Perpetual Futures,-39.78604313729677,399.9156675920908,0.001,2024-03-01,-1205.5914487103796,370.0845428271474,3,11,-8.35506905883232,-835.5069058832319,-8.355069058832319,0.0,0.306973430529079,-4.739028218945845,10,-5.211436242878502,2024-01-01,ok,SuperScalperTimeStopScratch,ETH-USDT,15m,21,0,0.09523809523809523
33.51572930709712,5.937723127119474,reject: too few trades,,Binance Perpetual Futures,60.82731111987704,489.16642521494373,0.001,2024-03-01,-1415.463669163561,1902.082158122577,3,4,-5.644542291643761,486.618488959016,4.86618488959016,0.0,1.3437873394847168,1.1458540140772822,4,1.9121812719847577,2024-01-01,ok,TrendWaveRiderV2,BTC-USDT,15m,8,0,0.625
-11.455968793579807,-0.6885343897206834,reject: too few trades,,Binance Perpetual Futures,-24.752376048467767,460.8495343229832,0.001,2024-03-01,-1785.8174149596848,1587.7984065719427,3,4,-16.638194060614943,-198.01900838774247,-1.980190083877425,0.0,0.8891157591313934,-0.10991546484035902,4,-0.13570732380044123,2024-01-01,ok,TrendWaveRiderV2,ETH-USDT,15m,8,0,0.5
